position,driver_number,number_of_laps,points,dnf,dns,dsq,duration,gap_to_leader,meeting_key,session_key
1.0,1,69.0,26.0,False,False,False,7614.43,0.0,1249,9636
2.0,31,69.0,18.0,False,False,False,7633.907,19.477,1249,9636
3.0,10,69.0,15.0,False,False,False,7636.962,22.532,1249,9636
4.0,63,69.0,12.0,False,False,False,7637.695,23.265,1249,9636
5.0,16,69.0,10.0,False,False,False,7644.607,30.177,1249,9636
6.0,4,69.0,8.0,False,False,False,7645.802,31.372,1249,9636
7.0,22,69.0,6.0,False,False,False,7656.486,42.056,1249,9636
8.0,81,69.0,4.0,False,False,False,7659.373,44.943,1249,9636
9.0,30,69.0,2.0,False,False,False,7664.882,50.452,1249,9636
10.0,44,69.0,1.0,False,False,False,7665.183,50.753,1249,9636
11.0,11,69.0,0.0,False,False,False,7665.961,51.531,1249,9636
12.0,50,69.0,0.0,False,False,False,7671.515,57.085,1249,9636
13.0,77,69.0,0.0,False,False,False,7678.018,63.588,1249,9636
14.0,14,69.0,0.0,False,False,False,7692.479,78.049,1249,9636
15.0,24,69.0,0.0,False,False,False,7694.079,79.649,1249,9636
,55,38.0,0.0,True,False,False,,,1249,9636
,43,30.0,0.0,True,False,False,,,1249,9636
,23,0.0,0.0,False,True,False,,,1249,9636
,18,0.0,0.0,False,True,False,,,1249,9636
,27,,0.0,False,False,True,,,1249,9636
